Zc,E0Tn,betaTn,elastic
2.35000000,0.22882371,0.20422947,0.10320181
1.53000000,0.32642356,0.00000000,0.32642356
1.53000000,0.32642356,0.00000000,0.32642356
2.28000000,0.32036501,0.00000000,0.32036501
2.28000000,0.32036501,0.00000000,0.32036501
2.89000000,0.32523696,0.22610227,0.23378803
4.32000000,0.24177218,0.11619130,0.21202210
4.01000000,0.27686342,0.23336604,0.14897532
2.98000000,0.35052798,0.17863489,0.30159483
4.04000000,0.37651639,0.21308836,0.31041576
2.49000000,0.20072945,0.13464625,0.14887142
2.77000000,0.31774815,0.17982864,0.26196478
2.05000000,0.29275218,0.21043720,0.20351910
1.99000000,0.28267904,0.20964951,0.18961678
1.99000000,0.28267904,0.20964951,0.18961678
3.64000000,0.24048435,0.19826529,0.13610142
3.75000000,0.29524568,0.24886030,0.15886649
3.75000000,0.29524568,0.24886030,0.15886649
3.93000000,0.34900343,0.23410617,0.25883913
3.87000000,0.36022732,0.18357784,0.30994015
1.69000000,0.18891843,0.17629501,0.06789875
3.79000000,0.35035923,0.24356709,0.25184651
3.79000000,0.35035923,0.24356709,0.25184651
3.79000000,0.35035923,0.24356709,0.25184651
4.05000000,0.33374503,0.27515327,0.18888203
3.57000000,0.34297078,0.22143149,0.26191039
3.33000000,0.41184560,0.00000000,0.41184560
2.84000000,0.28804736,0.22605939,0.17851732
2.84000000,0.28804736,0.22605939,0.17851732
3.40000000,0.34167377,0.20267396,0.27507132
3.40000000,0.34167377,0.20267396,0.27507132
3.40000000,0.34167377,0.20267396,0.27507132
3.40000000,0.34167377,0.20267396,0.27507132
3.40000000,0.34167377,0.20267396,0.27507132
4.00000000,1.00000000,0.13328696,0.99107749
3.79000000,0.35113089,0.23553324,0.26041696
3.46000000,0.28402949,0.16074566,0.23416572
3.32000000,0.36501217,0.19640661,0.30766594
3.32000000,0.36501217,0.19640661,0.30766594
3.32000000,0.36501217,0.19640661,0.30766594
3.34000000,0.29595458,0.23826417,0.17555426
3.34000000,0.29595458,0.23826417,0.17555426
4.21000000,0.38251714,0.24696372,0.29211006
1.80000000,0.17501169,0.04057124,0.17024414
1.42000000,0.00000000,0.00000000,0.00000000
2.46000000,0.28612736,0.22455258,0.17732740
2.46000000,0.28612736,0.22455258,0.17732740
2.07000000,0.29163198,0.22270540,0.18828573
2.07000000,0.29163198,0.22270540,0.18828573
4.20000000,0.32431312,0.27336102,0.17450716
4.58000000,0.43331064,0.18239551,0.39305215
3.60000000,0.31726362,0.24898830,0.19662409
3.45000000,0.35766848,0.05949077,0.35268625
3.45000000,0.35766848,0.05949077,0.35268625
2.47000000,0.32459360,0.00000000,0.32459360
3.35000000,0.32545022,0.13699331,0.29521293
3.45000000,0.19645406,0.07669356,0.18086540
3.34000000,0.35698168,0.18192381,0.30714760
3.93000000,0.34823351,0.10317308,0.33259869
3.69000000,0.39126091,0.03916353,0.38929593
3.83000000,0.35971966,0.22293622,0.28230777
0.81000000,0.15555280,0.00000000,0.15555280
4.10000000,0.36189549,0.25158701,0.26013905
0.47000000,0.13461307,0.05666332,0.12210630
0.62000000,0.25845068,0.18578047,0.17967295
1.21000000,0.00000000,0.00000000,0.00000000
1.09000000,0.08166087,0.06732462,0.04621573
4.27000000,0.31358405,0.25853172,0.17747198
4.02000000,0.39202478,0.22186529,0.32320153
4.52000000,0.33865428,0.27920066,0.19166041
4.60000000,0.34713597,0.27946878,0.20591403
4.39000000,0.31505042,0.27628344,0.15140748
4.40000000,0.17524134,0.15077793,0.08930590
4.27000000,0.37367472,0.25065529,0.27713664
4.27000000,0.37367472,0.25065529,0.27713664
4.27000000,0.37367472,0.25065529,0.27713664
4.27000000,0.37367472,0.25065529,0.27713664
4.27000000,0.37367472,0.25065529,0.27713664
4.27000000,0.37367472,0.25065529,0.27713664
4.27000000,0.37367472,0.25065529,0.27713664
4.27000000,0.37367472,0.25065529,0.27713664
4.27000000,0.37367472,0.25065529,0.27713664
4.27000000,0.37367472,0.25065529,0.27713664
4.27000000,0.37367472,0.25065529,0.27713664
4.27000000,0.37367472,0.25065529,0.27713664
4.27000000,0.37367472,0.25065529,0.27713664
4.27000000,0.37367472,0.25065529,0.27713664
4.27000000,0.37367472,0.25065529,0.27713664
4.27000000,0.37367472,0.25065529,0.27713664
4.27000000,0.37367472,0.25065529,0.27713664
